" ""naproxen"" ",use," ""ankylosing spondylitis"" "
" ""naproxen"" ",use," ""juvenile rheumatoid arthritis"" "
" ""naproxen"" ",use," ""osteoarthritis susceptibility 1"" "
" ""naproxen"" ",use," ""hyperthermia"" "
" ""naproxen"" ",use," ""bursitis"" "
" ""naproxen"" ",use," ""enthesopathy"" "
" ""naproxen"" ",use," ""fibromyalgia"" "
" ""naproxen"" ",use," ""inflammation"" "
" ""naproxen"" ",use," ""gout"" "
" ""naproxen"" ",use," ""pain"" "
" ""naproxen"" ",use," ""migraine disorder"" "
" ""naproxen"" ",use," ""osteoarthritis"" "
" ""digitoxin"" ",use," ""atrial fibrillation"" "
" ""digitoxin"" ",use," ""supraventricular tachycardia"" "
" ""digitoxin"" ",use," ""congestive heart failure"" "
" ""benazepril"" ",use," ""arterial hypertension"" "
" ""benazepril"" ",use," ""hydrochlorothiazide"" "
" ""benazepril"" ",use," ""congestive heart failure"" "
" ""benazepril"" ",use," ""ACE inhibitor"" "
" ""olanzapine"" ",use," ""fluoxetine"" "
" ""olanzapine"" ",use," ""anxiety"" "
" ""olanzapine"" ",use," ""schizophrenia"" "
" ""olanzapine"" ",use," ""anxiety disorder"" "
" ""olanzapine"" ",use," ""psychosis"" "
" ""olanzapine"" ",use," ""obsessive-compulsive disorder"" "
" ""olanzapine"" ",use," ""dementia"" "
" ""olanzapine"" ",use," ""mood disorder"" "
" ""olanzapine"" ",use," ""serotonin inhibitor"" "
" ""olanzapine"" ",use," ""schizoaffective disorder"" "
" ""olanzapine"" ",use," ""mental disorder"" "
" ""olanzapine"" ",use," ""insomnia"" "
" ""olanzapine"" ",use," ""sleep-wake disorder"" "
" ""olanzapine"" ",use," ""schizophreniform disorder"" "
" ""olanzapine"" ",use," ""reuptake inhibitor"" "
" ""olanzapine"" ",use," ""bipolar disorder"" "
" ""hexachlorophene"" ",use," ""acne"" "
" ""clonidine hydrochloride"" ",use," ""opiate dependence"" "
" ""clonidine hydrochloride"" ",use," ""arterial hypertension"" "
" ""clonidine hydrochloride"" ",use," ""glaucoma"" "
" ""clonidine hydrochloride"" ",use," ""oppositional defiant disorder"" "
" ""clonidine hydrochloride"" ",use," ""pain"" "
" ""tropicamide"" ",use," ""iritis"" "
" ""tropicamide"" ",use," ""keratitis"" "
" ""tropicamide"" ",use," ""iridocyclitis"" "
" ""ibandronic acid"" ",use," ""osteoporosis"" "
" ""ibandronic acid"" ",use," ""postmenopausal osteoporosis"" "
" ""ibandronic acid"" ",use," ""bone disease"" "
" ""dipivefrin"" ",use," ""open-angle glaucoma"" "
" ""dipivefrin"" ",use," ""ocular hypertension"" "
" ""dipivefrin"" ",use," ""glaucoma"" "
" ""esmolol"" ",use," ""angina pectoris"" "
" ""esmolol"" ",use," ""ventricular fibrillation"" "
" ""esmolol"" ",use," ""arterial hypertension"" "
" ""esmolol"" ",use," ""supraventricular tachycardia"" "
" ""esmolol"" ",use," ""congestive heart failure"" "
" ""esmolol"" ",use," ""myocardial infarction"" "
" ""betaxolol"" ",use," ""open-angle glaucoma"" "
" ""betaxolol"" ",use," ""ocular hypertension"" "
" ""betaxolol"" ",use," ""pressure"" "
" ""betaxolol"" ",use," ""arterial hypertension"" "
" ""betaxolol"" ",use," ""angle type"" "
" ""betaxolol"" ",use," ""glaucoma"" "
" ""fosfomycin"" ",use," ""tract infections"" "
" ""fosfomycin"" ",use," ""bladder infections"" "
" ""fosfomycin"" ",use," ""women"" "
" ""fosfomycin"" ",use," ""cystitis"" "
" ""fosfomycin"" ",use," ""Escherichia coli infectious disease"" "
" ""fosfomycin"" ",use," ""urinary tract infection"" "
" ""Follitropin Alpha"" ",use," ""women"" "
" ""Follitropin Alpha"" ",use," ""infertility"" "
" ""Follitropin Alpha"" ",use," ""hormone"" "
" ""Follitropin Alpha"" ",use," ""fertility problems"" "
" ""progesterone"" ",use," ""endometrial hyperplasia"" "
" ""progesterone"" ",use," ""hormone"" "
" ""progesterone"" ",use," ""amenorrhea"" "
" ""Phendimetrazine"" ",use," ""behavior change"" "
" ""Phendimetrazine"" ",use," ""calorie program"" "
" ""Phendimetrazine"" ",use," ""obesity"" "
" ""Phendimetrazine"" ",use," ""exercise"" "
" ""Phendimetrazine"" ",use," ""diet program"" "
" ""Phendimetrazine"" ",use," ""weight"" "
" ""gemcitabine"" ",use," ""tongue squamous cell carcinoma"" "
" ""gemcitabine"" ",use," ""breast"" "
" ""gemcitabine"" ",use," ""transitional cell carcinoma"" "
" ""gemcitabine"" ",use," ""non-small-cell lung carcinoma"" "
" ""gemcitabine"" ",use," ""head and neck squamous cell carcinoma"" "
" ""gemcitabine"" ",use," ""bladder urothelial carcinoma"" "
" ""gemcitabine"" ",use," ""diffuse large B-cell lymphoma"" "
" ""gemcitabine"" ",use," ""lung"" "
" ""gemcitabine"" ",use," ""bladder cancer"" "
" ""gemcitabine"" ",use," ""bone sarcoma"" "
" ""gemcitabine"" ",use," ""uterus leiomyosarcoma"" "
" ""gemcitabine"" ",use," ""pancreatic ductal carcinoma"" "
" ""gemcitabine"" ",use," ""non-Hodgkin lymphoma"" "
" ""gemcitabine"" ",use," ""invasive ductal carcinoma"" "
" ""gemcitabine"" ",use," ""pancreatic adenocarcinoma"" "
" ""gemcitabine"" ",use," ""cancer"" "
" ""gemcitabine"" ",use," ""mature T-cell and NK-cell lymphoma"" "
" ""gemcitabine"" ",use," ""squamous cell carcinoma of the lung"" "
" ""gemcitabine"" ",use," ""mycosis fungoides"" "
" ""gemcitabine"" ",use," ""ovarian"" "
" ""gemcitabine"" ",use," ""carcinoma of gallbladder and extrahepatic biliary tract"" "
" ""gemcitabine"" ",use," ""cribriform carcinoma"" "
" ""gemcitabine"" ",use," ""germ cell cancer"" "
" ""gemcitabine"" ",use," ""pancreatic"" "
" ""gemcitabine"" ",use," ""lymphoma"" "
" ""gemcitabine"" ",use," ""bile duct carcinoma"" "
" ""dicyclomine"" ",use," ""functional gastrointestinal disorder"" "
" ""dicyclomine"" ",use," ""irritable bowel syndrome"" "
" ""aztreonam"" ",use," ""female reproductive system disease"" "
" ""aztreonam"" ",use," ""condition"" "
" ""aztreonam"" ",use," ""lung infection"" "
" ""aztreonam"" ",use," ""cystic fibrosis"" "
" ""aztreonam"" ",use," ""sepsis"" "
" ""aztreonam"" ",use," ""Pseudomonas infection"" "
" ""aztreonam"" ",use," ""gram-negative bacterial infection"" "
" ""aztreonam"" ",use," ""upper respiratory tract infection"" "
" ""aztreonam"" ",use," ""skin infection"" "
" ""aztreonam"" ",use," ""urinary tract infection"" "
" ""oxitriptan"" ",use," ""major depressive disorders"" "
" ""Urofollitropin"" ",use," ""polycystic ovary syndrome"" "
" ""Urofollitropin"" ",use," ""ovarian disease"" "
" ""methenamine"" ",use," ""bacteriuria"" "
" ""methenamine"" ",use," ""cystitis"" "
" ""methenamine"" ",use," ""urinary tract infection"" "
" ""ospemifene"" ",use," ""psychologic dyspareunia"" "
" ""ospemifene"" ",use," ""women"" "
" ""ospemifene"" ",use," ""dryness"" "
" ""ospemifene"" ",use," ""intercourse"" "
" ""ospemifene"" ",use," ""menopause"" "
" ""epirubicin"" ",use," ""breast cancer"" "
" ""epirubicin"" ",use," ""gastric adenocarcinoma"" "
" ""epirubicin"" ",use," ""invasive ductal carcinoma"" "
" ""imipen"" ",use," ""staphylococcal infection"" "
" ""imipen"" ",use," ""tract"" "
" ""imipen"" ",use," ""sepsis"" "
" ""imipen"" ",use," ""infective endocarditis"" "
" ""imipen"" ",use," ""Pseudomonas infection"" "
" ""imipen"" ",use," ""infections"" "
" ""imipen"" ",use," ""upper respiratory tract infection"" "
" ""imipen"" ",use," ""urinary tract infection"" "
" ""donepezil"" ",use," ""confusion"" "
" ""donepezil"" ",use," ""dementia"" "
" ""donepezil"" ",use," ""Alzheimer's disease"" "
" ""donepezil"" ",use," ""vascular dementia"" "
" ""donepezil"" ",use," ""amnesia"" "
" ""donepezil"" ",use," ""early-onset Alzheimer's disease"" "
" ""donepezil"" ",use," ""disease"" "
" ""donepezil"" ",use," ""Lewy body dementia"" "
" ""ethambutol"" ",use," ""tuberculosis"" "
" ""ethambutol"" ",use," ""Mycobacterium avium-intracellulare infection"" "
" ""ethambutol"" ",use," ""pulmonary tuberculosis"" "
" ""α-streptozocin"" ",use," ""Hodgkin's lymphoma"
" ""α-streptozocin"" ",use," ""large intestine cancer"" "
" ""α-streptozocin"" ",use," ""pancreatic cancer"" "
" ""potassium chloride"" ",use," ""amounts"" "
" ""potassium chloride"" ",use," ""mineral supplement"" "
" ""potassium chloride"" ",use," ""potassium"" "
" ""potassium chloride"" ",use," ""blood"" "
" ""potassium chloride"" ",use," ""hypokalemia"" "
" ""perampanel"" ",use," ""tonic–clonic seizure"" "
" ""perampanel"" ",use," ""epilepsy"" "
" ""perampanel"" ",use," ""seizures"" "
" ""haloprogin"" ",use," ""Tinea"" "
" ""haloprogin"" ",use," ""tinea pedis"" "
" ""ciclopirox"" ",use," ""Tinea"" "
" ""ciclopirox"" ",use," ""foot"" "
" ""ciclopirox"" ",use," ""ringworm"" "
" ""ciclopirox"" ",use," ""seborrhoeic dermatitis"" "
" ""ciclopirox"" ",use," ""skin infections"" "
" ""ciclopirox"" ",use," ""jock itch"" "
" ""ciclopirox"" ",use," ""cutaneous candidiasis"" "
" ""ciclopirox"" ",use," ""pityriasis versicolor"" "
" ""ciclopirox"" ",use," ""tinea pedis"" "
" ""ciclopirox"" ",use," ""onychomycosis"" "
" ""dexmethylphenidate"" ",use," ""attention deficit"" "
" ""dexmethylphenidate"" ",use," ""hyperactivity disorder"" "
" ""dexmethylphenidate"" ",use," ""deficit hyperactivity"" "
" ""dexmethylphenidate"" ",use," ""attention deficit hyperactivity disorder"" "
" ""sulfinpyrazone"" ",use," ""coronary artery disease"" "
" ""sulfinpyrazone"" ",use," ""angina pectoris"" "
" ""sulfinpyrazone"" ",use," ""gout attack"" "
" ""sulfinpyrazone"" ",use," ""myocardial infarction"" "
" ""enalapril"" ",use," ""rheumatoid arthritis"" "
" ""enalapril"" ",use," ""Bartter disease"" "
" ""enalapril"" ",use," ""arterial hypertension"" "
" ""enalapril"" ",use," ""congestive heart failure"" "
" ""enalapril"" ",use," ""malignant hypertension"" "
" ""enalapril"" ",use," ""anasarca"" "
" ""doxylamine"" ",use," ""cough"" "
" ""doxylamine"" ",use," ""relief"" "
" ""doxylamine"" ",use," ""hay fever"" "
" ""doxylamine"" ",use," ""headache"" "
" ""doxylamine"" ",use," ""insomnia"" "
" ""doxylamine"" ",use," ""allergies"" "
" ""doxylamine"" ",use," ""sneezing"" "
" ""doxylamine"" ",use," ""nose"" "
" ""aprindine"" ",use," ""heart disease"" "
" ""trifluridine"" ",use," ""herpes simplex virus keratitis"" "
" ""trifluridine"" ",use," ""appendix cancer"" "
" ""trifluridine"" ",use," ""rectum cancer"" "
" ""trifluridine"" ",use," ""colon cancer"" "
" ""trifluridine"" ",use," ""herpes simplex"" "
" ""trifluridine"" ",use," ""rectosigmoid cancer"" "
" ""goserelin"" ",use," ""prostate cancer"" "
" ""goserelin"" ",use," ""endometriosis"" "
" ""antipyrine"" ",use," ""otitis media"" "
" ""antipyrine"" ",use," ""pain"" "
" ""indinavir"" ",use," ""human immunodeficiency virus infectious disease"" "
" ""indinavir"" ",use," ""HIV/AIDS"" "
" ""flavoxate"" ",use," ""urinary incontinence"" "
" ""vidarabine"" ",use," ""herpes simplex virus keratitis"" "
" ""vidarabine"" ",use," ""herpes simplex"" "
" ""febuxostat"" ",use," ""acid levels"" "
" ""febuxostat"" ",use," ""hyperuricemia"" "
" ""febuxostat"" ",use," ""gout"" "
" ""atenolol"" ",use," ""atrial fibrillation"" "
" ""atenolol"" ",use," ""angina pectoris"" "
" ""atenolol"" ",use," ""ventricular fibrillation"" "
" ""atenolol"" ",use," ""arterial hypertension"" "
" ""atenolol"" ",use," ""supraventricular tachycardia"" "
" ""atenolol"" ",use," ""congestive heart failure"" "
" ""atenolol"" ",use," ""myocardial infarction"" "
" ""atenolol"" ",use," ""blood pressure"" "
" ""phenylephrine"" ",use," ""open-angle glaucoma"" "
" ""phenylephrine"" ",use," ""Pruritus ani"" "
" ""phenylephrine"" ",use," ""relief"" "
" ""phenylephrine"" ",use," ""hay fever"" "
" ""phenylephrine"" ",use," ""conditions"" "
" ""phenylephrine"" ",use," ""vasomotor rhinitis"" "
" ""phenylephrine"" ",use," ""hypotension"" "
" ""phenylephrine"" ",use," ""supraventricular tachycardia"" "
" ""phenylephrine"" ",use," ""hemorrhoid"" "
" ""phenylephrine"" ",use," ""allergies"" "
" ""phenylephrine"" ",use," ""nose"" "
" ""phenylephrine"" ",use," ""congestion"" "
" ""phenylephrine"" ",use," ""septic shock"" "
" ""reserpine"" ",use," ""schizophrenia"" "
" ""reserpine"" ",use," ""arterial hypertension"" "
" ""streptomycin"" ",use," ""tularemia"" "
" ""streptomycin"" ",use," ""anthrax"" "
" ""streptomycin"" ",use," ""septicemic plague"" "
" ""streptomycin"" ",use," ""brucellosis"" "
" ""streptomycin"" ",use," ""bubonic plague"" "
" ""streptomycin"" ",use," ""infective endocarditis"" "
" ""Liraglutide"" ",use," ""behavior change"" "
" ""Liraglutide"" ",use," ""type-1 diabetes"" "
" ""Liraglutide"" ",use," ""glucose intolerance"" "
" ""Liraglutide"" ",use," ""calorie program"" "
" ""Liraglutide"" ",use," ""exercise"" "
" ""Liraglutide"" ",use," ""diet program"" "
" ""Liraglutide"" ",use," ""weight"" "
" ""pyrimethamine"" ",use," ""brain"" "
" ""pyrimethamine"" ",use," ""toxoplasmosis"" "
" ""pyrimethamine"" ",use," ""HIV infection"" "
" ""pyrimethamine"" ",use," ""malaria"" "
" ""pyrimethamine"" ",use," ""toxoplasmosis infection"" "
" ""pyrimethamine"" ",use," ""sulfonamide"" "
" ""pyrimethamine"" ",use," ""Plasmodium falciparum malaria"" "
" ""pyrimethamine"" ",use," ""parasite infection"" "
" ""pyrimethamine"" ",use," ""body"" "
" ""bendroflumethiazide"" ",use," ""arterial hypertension"" "
" ""bendroflumethiazide"" ",use," ""congestive heart failure"" "
" ""bendroflumethiazide"" ",use," ""anasarca"" "
" ""bendroflumethiazide"" ",use," ""nephrotic syndrome"" "
" ""levodopa"" ",use," ""Parkinson's disease"" "
" ""levodopa"" ",use," ""stiffness"" "
" ""levodopa"" ",use," ""difficulty"" "
" ""levodopa"" ",use," ""disease"" "
" ""levodopa"" ",use," ""shakiness"" "
" ""lorazepam"" ",use," ""status epilepticus"" "
" ""lorazepam"" ",use," ""anxiety"" "
" ""lorazepam"" ",use," ""anxiety disorder"" "
" ""lorazepam"" ",use," ""neurotic disorder"" "
" ""lorazepam"" ",use," ""substance abuse"" "
" ""lorazepam"" ",use," ""vomiting"" "
" ""lorazepam"" ",use," ""focal epilepsy"" "
" ""lorazepam"" ",use," ""insomnia"" "
" ""lorazepam"" ",use," ""catatonia"" "
" ""lorazepam"" ",use," ""sleep-wake disorder"" "
" ""lorazepam"" ",use," ""schizophreniform disorder"" "
" ""levomethadyl acetate"" ",use," ""opiate dependence"" "
" ""Alglucosidase alfa"" ",use," ""glycogen storage disease"" "
" ""Alglucosidase alfa"" ",use," ""glycogen storage disease II"" "
" ""benzthiazide"" ",use," ""arterial hypertension"" "
" ""benzthiazide"" ",use," ""congestive heart failure"" "
" ""benzthiazide"" ",use," ""anasarca"" "
" ""benzthiazide"" ",use," ""nephrotic syndrome"" "
" ""Alirocumab"" ",use," ""risk"" "
" ""Alirocumab"" ",use," ""stroke"" "
" ""Alirocumab"" ",use," ""arteriosclerosis"" "
" ""Alirocumab"" ",use," ""hyperlipoproteinemia type V"" "
" ""Alirocumab"" ",use," ""lipedema"" "
" ""Alirocumab"" ",use," ""chest pain"" "
" ""Alirocumab"" ",use," ""blood vessels"" "
" ""Alirocumab"" ",use," ""heart vessels"" "
" ""Alirocumab"" ",use," ""heart attack"" "
" ""Alirocumab"" ",use," ""hospital"" "
" ""D-Glucosamine"" ",use," ""osteoarthritis"" "
" ""arsenic trioxide"" ",use," ""acute promyelocytic leukemia"" "
" ""etoposide"" ",use," ""histiocytosis"" "
" ""etoposide"" ",use," ""acute myeloid leukemia"" "
" ""etoposide"" ",use," ""B-cell lymphoma"" "
" ""etoposide"" ",use," ""prostate cancer"" "
" ""etoposide"" ",use," ""neuroblastoma"
" ""etoposide"" ",use," ""testicular cancer"" "
" ""etoposide"" ",use," ""diffuse large B-cell lymphoma"" "
" ""etoposide"" ",use," ""lung benign neoplasm"" "
" ""etoposide"" ",use," ""bladder cancer"" "
" ""etoposide"" ",use," ""uterine cancer"" "
" ""etoposide"" ",use," ""bone sarcoma"" "
" ""etoposide"" ",use," ""forms"" "
" ""etoposide"" ",use," ""lung small cell carcinoma"" "
" ""etoposide"" ",use," ""non-Hodgkin lymphoma"" "
" ""etoposide"" ",use," ""Kaposi's sarcoma"" "
" ""etoposide"" ",use," ""trophoblastic neoplasm"" "
" ""etoposide"" ",use," ""cancer"" "
" ""etoposide"" ",use," ""rhabdomyosarcoma"" "
" ""etoposide"" ",use," ""Ewing's sarcoma"" "
" ""etoposide"" ",use," ""mycosis fungoides"" "
" ""etoposide"" ",use," ""lung cancer"" "
" ""etoposide"" ",use," ""germ cell cancer"" "
" ""etoposide"" ",use," ""testicular malignant germ cell cancer"" "
" ""etoposide"" ",use," ""brain cancer"" "
" ""etoposide"" ",use," ""neuroblastoma"" "
" ""etoposide"" ",use," ""lymphoma"" "
" ""etoposide"" ",use," ""cell lung"" "
" ""(E)-chlorprothixene"" ",use," ""schizophrenia"" "
" ""(E)-chlorprothixene"" ",use," ""paranoid schizophrenia"" "
" ""(E)-chlorprothixene"" ",use," ""schizophreniform disorder"" "
" ""tripotassium citrate"" ",use," ""nephrolithiasis"" "
" ""tripotassium citrate"" ",use," ""renal tubular acidosis"" "
" ""tripotassium citrate"" ",use," ""hypokalemia"" "
" ""Bisoprolol / Hydrochlorothiazide"" ",use," ""atrial fibrillation"" "
" ""Bisoprolol / Hydrochlorothiazide"" ",use," ""heart disease"" "
" ""Bisoprolol / Hydrochlorothiazide"" ",use," ""acute coronary syndrome"" "
" ""Bisoprolol / Hydrochlorothiazide"" ",use," ""arterial hypertension"" "
" ""Bisoprolol / Hydrochlorothiazide"" ",use," ""hydrochlorothiazide"" "
" ""Bisoprolol / Hydrochlorothiazide"" ",use," ""ACE inhibitor"" "
" ""sevelamer"" ",use," ""kidney disease"" "
" ""sevelamer"" ",use," ""dialysis"" "
" ""sevelamer"" ",use," ""hyperphosphatemia"" "
" ""sevelamer"" ",use," ""blood phosphorus"" "
" ""sevelamer"" ",use," ""phosphorus metabolism disease"" "
" ""sevelamer"" ",use," ""chronic kidney disease"" "
" ""terbinafine"" ",use," ""chronic mucocutaneous candidiasis"" "
" ""terbinafine"" ",use," ""fungal infectious disease"" "
" ""terbinafine"" ",use," ""Tinea"" "
" ""terbinafine"" ",use," ""tinea corporis"" "
" ""terbinafine"" ",use," ""pityriasis versicolor"" "
" ""terbinafine"" ",use," ""tinea pedis"" "
" ""terbinafine"" ",use," ""nail infection"" "
" ""terbinafine"" ",use," ""onychomycosis"" "
" ""terbinafine"" ",use," ""dermatomycosis"" "
" ""tazarotene"" ",use," ""acne"" "
" ""tazarotene"" ",use," ""acropustulosis"" "
" ""tazarotene"" ",use," ""psoriasis"" "
" ""guanethidine"" ",use," ""arterial hypertension"" "
" ""bicalutamide"" ",use," ""prostate cancer"" "
" ""fondaparinux"" ",use," ""atrial fibrillation"" "
" ""fondaparinux"" ",use," ""lungs"" "
" ""fondaparinux"" ",use," ""phlebitis"" "
" ""fondaparinux"" ",use," ""thrombosis"" "
" ""fondaparinux"" ",use," ""blood clots"" "
" ""fondaparinux"" ",use," ""pulmonary embolism"" "
" ""fondaparinux"" ",use," ""legs"" "
" ""fondaparinux"" ",use," ""thrombophlebitis"" "
" ""acebutolol"" ",use," ""angina pectoris"" "
" ""acebutolol"" ",use," ""ventricular fibrillation"" "
" ""acebutolol"" ",use," ""arterial hypertension"" "
" ""acebutolol"" ",use," ""myocardial infarction"" "
" ""carmustine"" ",use," ""glioma"" "
" ""carmustine"" ",use," ""brain tumors"" "
" ""perphenazine"" ",use," ""Tourette syndrome"" "
" ""perphenazine"" ",use," ""schizophrenia"" "
" ""perphenazine"" ",use," ""anxiety disorder"" "
" ""perphenazine"" ",use," ""dementia"" "
" ""perphenazine"" ",use," ""vomiting"" "
" ""perphenazine"" ",use," ""Huntington disease"" "
" ""perphenazine"" ",use," ""schizophreniform disorder"" "
" ""perphenazine"" ",use," ""Reye syndrome"" "
" ""perphenazine"" ",use," ""chronic depressive disorder"" "
" ""Secretin"" ",use," ""gastrinoma"" "
" ""Secretin"" ",use," ""exocrine pancreatic insufficiency"" "
" ""Amlodipine / benazepril"" ",use," ""arterial hypertension"" "
" ""Amlodipine / benazepril"" ",use," ""blood pressure"" "
" ""ketorolac"" ",use," ""migraine disorder"" "
" ""dexbrompheniramine"" ",use," ""flu"" "
" ""dexbrompheniramine"" ",use," ""sinusitis"" "
" ""dexbrompheniramine"" ",use," ""breathing illnesses"" "
" ""dexbrompheniramine"" ",use," ""allergies"" "
" ""alfuzosin"" ",use," ""prostate"" "
" ""alfuzosin"" ",use," ""prostatic hypertrophy"" "
" ""ceftriaxone"" ",use," ""female reproductive system disease"" "
" ""ceftriaxone"" ",use," ""staphylococcal infection"" "
" ""ceftriaxone"" ",use," ""otitis media"" "
" ""ceftriaxone"" ",use," ""chancroid"" "
" ""ceftriaxone"" ",use," ""enteritis"" "
" ""ceftriaxone"" ",use," ""meningitis"" "
" ""ceftriaxone"" ",use," ""infectious bone disease"" "
" ""ceftriaxone"" ",use," ""cellulitis"" "
" ""ceftriaxone"" ",use," ""pneumonia"" "
" ""ceftriaxone"" ",use," ""sepsis"" "
" ""ceftriaxone"" ",use," ""peritonitis"" "
" ""ceftriaxone"" ",use," ""infective endocarditis"" "
" ""ceftriaxone"" ",use," ""gram-negative bacterial infection"" "
" ""ceftriaxone"" ",use," ""upper respiratory tract infection"" "
" ""ceftriaxone"" ",use," ""pelvic inflammatory diseases"" "
" ""ceftriaxone"" ",use," ""proctitis"" "
" ""ceftriaxone"" ",use," ""Escherichia coli infectious disease"" "
" ""ceftriaxone"" ",use," ""Lyme disease"" "
" ""ceftriaxone"" ",use," ""epididymitis"" "
" ""ceftriaxone"" ",use," ""bacterial meningitis"" "
" ""ceftriaxone"" ",use," ""gonorrhea"" "
" ""ceftriaxone"" ",use," ""bacterial pneumonia"" "
" ""ceftriaxone"" ",use," ""urinary tract infection"" "
" ""formoterol"" ",use," ""emphysema"" "
" ""formoterol"" ",use," ""obstructive lung disease"" "
" ""formoterol"" ",use," ""shortness"" "
" ""formoterol"" ",use," ""bronchitis"" "
" ""formoterol"" ",use," ""breath"" "
" ""formoterol"" ",use," ""wheezing"" "
" ""formoterol"" ",use," ""asthma"" "
" ""formoterol"" ",use," ""lung disease"" "
" ""formoterol"" ",use," ""disease COPD"" "
" ""formoterol"" ",use," ""chronic obstructive pulmonary disease"" "
" ""Nintedanib"" ",use," ""interstitial lung disease"" "
" ""Nintedanib"" ",use," ""lung disease"" "
" ""tirofiban"" ",use," ""coronary artery disease"" "
" ""tirofiban"" ",use," ""unstable angina"" "
" ""tirofiban"" ",use," ""myocardial infarction"" "
" ""tirofiban"" ",use," ""ischaemic heart disease"" "
" ""Gemtuzumab ozogamicin"" ",use," ""acute myeloid leukemia"" "
" ""Gemtuzumab ozogamicin"" ",use," ""leukemia"" "
" ""loxoprofen"" ",use," ""periarthritis"" "
" ""carbenicillin"" ",use," ""gram-negative bacterial infection"" "
" ""carbenicillin"" ",use," ""prostatitis"" "
" ""carbenicillin"" ",use," ""urinary tract infection"" "
" ""Tenecteplase"" ",use," ""acute myocardial infarction"" "
" ""Tenecteplase"" ",use," ""coronary thrombosis"" "
" ""Tenecteplase"" ",use," ""myocardial infarction"" "
" ""fingolimod"" ",use," ""relapsing-remitting multiple sclerosis"" "
" ""fingolimod"" ",use," ""secondary progressive multiple sclerosis"" "
" ""fingolimod"" ",use," ""sclerosis"" "
" ""fingolimod"" ",use," ""multiple sclerosis"" "
" ""fingolimod"" ",use," ""primary progressive multiple sclerosis"" "
" ""levomepromazine"" ",use," ""anxiety disorder"" "
" ""levomepromazine"" ",use," ""pain"" "
" ""Hyoscyamine"" ",use," ""intestinal disease"" "
" ""Hyoscyamine"" ",use," ""tremor"" "
" ""Hyoscyamine"" ",use," ""problems"" "
" ""Hyoscyamine"" ",use," ""rhinitis"" "
" ""Hyoscyamine"" ",use," ""spasm"" "
" ""Hyoscyamine"" ",use," ""neurogenic bladder"" "
" ""Hyoscyamine"" ",use," ""irritable bowel syndrome"" "
" ""Hyoscyamine"" ",use," ""colic"" "
" ""Hyoscyamine"" ",use," ""peptic ulcer disease"" "
" ""Hyoscyamine"" ",use," ""bowel syndrome"" "
" ""Hyoscyamine"" ",use," ""hypersalivation"" "
" ""Hyoscyamine"" ",use," ""hyperhidrosis"" "
" ""dimenhydrinate"" ",use," ""motion sickness"" "
" ""dimenhydrinate"" ",use," ""vomiting"" "
" ""dimenhydrinate"" ",use," ""central nervous system origin vertigo"" "
" ""tetrabenazine"" ",use," ""Tourette syndrome"" "
" ""tetrabenazine"" ",use," ""choreic movement"" "
