subject,predicate,object
" ""Bisoprolol / Hydrochlorothiazide"" ",side_effect," ""blurred vision"" "
" ""sevelamer"" ",side_effect," ""headache"" "
" ""sevelamer"" ",side_effect," ""diarrhea"" "
" ""tazarotene"" ",side_effect," ""application site"" "
" ""tazarotene"" ",side_effect," ""itching"" "
" ""tazarotene"" ",side_effect," ""redness"" "
" ""tazarotene"" ",side_effect," ""irritation"" "
" ""fondaparinux"" ",side_effect," ""fever"" "
" ""fondaparinux"" ",side_effect," ""vomiting"" "
" ""fondaparinux"" ",side_effect," ""redness"" "
" ""fondaparinux"" ",side_effect," ""bruising"" "
" ""fondaparinux"" ",side_effect," ""pain"" "
" ""carmustine"" ",side_effect," ""back pain"" "
" ""Amlodipine / benazepril"" ",side_effect," ""headache"" "
" ""Amlodipine / benazepril"" ",side_effect," ""dizziness"" "
" ""Amlodipine / benazepril"" ",side_effect," ""lightheadedness"" "
" ""dexbrompheniramine"" ",side_effect," ""dry mouth/nose/throat"" "
" ""dexbrompheniramine"" ",side_effect," ""drowsiness"" "
" ""dexbrompheniramine"" ",side_effect," ""dizziness"" "
" ""dexbrompheniramine"" ",side_effect," ""constipation"" "
" ""alfuzosin"" ",side_effect," ""dizziness"" "
" ""alfuzosin"" ",side_effect," ""lightheadedness"" "
" ""Nintedanib"" ",side_effect," ""nausea"" "
" ""Nintedanib"" ",side_effect," ""abdominal pain"" "
" ""Nintedanib"" ",side_effect," ""vomiting"" "
" ""Nintedanib"" ",side_effect," ""weight loss"" "
" ""Nintedanib"" ",side_effect," ""decreased appetite"" "
" ""Gemtuzumab ozogamicin"" ",side_effect," ""nausea"" "
" ""Gemtuzumab ozogamicin"" ",side_effect," ""headache"" "
" ""Gemtuzumab ozogamicin"" ",side_effect," ""vomiting"" "
" ""Gemtuzumab ozogamicin"" ",side_effect," ""constipation"" "
" ""fingolimod"" ",side_effect," ""back pain"" "
" ""fingolimod"" ",side_effect," ""cough"" "
" ""fingolimod"" ",side_effect," ""headache"" "
" ""fingolimod"" ",side_effect," ""diarrhea"" "
" ""Hyoscyamine"" ",side_effect," ""drowsiness"" "
" ""Hyoscyamine"" ",side_effect," ""dry mouth"" "
" ""Hyoscyamine"" ",side_effect," ""dizziness"" "
" ""Hyoscyamine"" ",side_effect," ""blurred vision"" "
" ""cefoxitin"" ",side_effect," ""nausea"" "
" ""cefoxitin"" ",side_effect," ""headache"" "
" ""cefoxitin"" ",side_effect," ""vomiting"" "
" ""cefoxitin"" ",side_effect," ""diarrhea"" "
" ""cefoxitin"" ",side_effect," ""soreness"" "
" ""cefoxitin"" ",side_effect," ""redness"" "
" ""cefoxitin"" ",side_effect," ""swelling"" "
" ""cefoxitin"" ",side_effect," ""pain"" "
" ""(S)-(−)-colchicine"" ",side_effect," ""vomiting"" "
" ""(R",side_effect,"R)-asenapine"" "
" ""(R",side_effect,"R)-asenapine"" "
" ""(R",side_effect,"R)-asenapine"" "
" ""(R",side_effect,"R)-asenapine"" "
" ""(R",side_effect,"R)-asenapine"" "
" ""(R",side_effect,"R)-asenapine"" "
" ""(R",side_effect,"R)-asenapine"" "
" ""(R",side_effect,"R)-asenapine"" "
" ""Romiplostim"" ",side_effect," ""children"" "
" ""Romiplostim"" ",side_effect," ""easy bruising"" "
" ""Romiplostim"" ",side_effect," ""heartburn"" "
" ""Romiplostim"" ",side_effect," ""hands/feet"" "
" ""Romiplostim"" ",side_effect," ""headache"
" ""Romiplostim"" ",side_effect," ""abdominal pain"" "
" ""Romiplostim"" ",side_effect," ""diarrhea"" "
" ""Romiplostim"" ",side_effect," ""dizziness"" "
" ""Romiplostim"" ",side_effect," ""tingling/numbness"" "
" ""Romiplostim"" ",side_effect," ""swelling hands/ankles/feet"" "
" ""fluvoxamine"" ",side_effect," ""nausea"" "
" ""fluvoxamine"" ",side_effect," ""sweating"" "
" ""fluvoxamine"" ",side_effect," ""vomiting"" "
" ""fluvoxamine"" ",side_effect," ""drowsiness"" "
" ""fluvoxamine"" ",side_effect," ""dizziness"" "
" ""imatinib"" ",side_effect," ""muscle/joint pain"" "
" ""imatinib"" ",side_effect," ""headache"" "
" ""imatinib"" ",side_effect," ""diarrhea"" "
" ""imatinib"" ",side_effect," ""drowsiness"" "
" ""imatinib"" ",side_effect," ""nausea/vomiting"" "
" ""imatinib"" ",side_effect," ""dizziness"" "
" ""imatinib"" ",side_effect," ""blurred vision"" "
" ""imatinib"" ",side_effect," ""muscle cramps"" "
" ""cobimetinib"" ",side_effect," ""nausea"" "
" ""cobimetinib"" ",side_effect," ""vomiting"" "
" ""cobimetinib"" ",side_effect," ""diarrhea"" "
" ""milnacipran"" ",side_effect," ""headache"" "
" ""milnacipran"" ",side_effect," ""hot flashes"" "
" ""milnacipran"" ",side_effect," ""nausea"
" ""milnacipran"" ",side_effect," ""dizziness"" "
" ""milnacipran"" ",side_effect," ""increased sweating"" "
" ""milnacipran"" ",side_effect," ""constipation"" "
" ""linezolid"" ",side_effect," ""nausea"" "
" ""linezolid"" ",side_effect," ""headache"" "
" ""linezolid"" ",side_effect," ""vomiting"" "
" ""linezolid"" ",side_effect," ""dizziness"" "
" ""econazole"" ",side_effect," ""redness"" "
" ""econazole"" ",side_effect," ""burning"" "
" ""econazole"" ",side_effect," ""irritation"" "
" ""droxidopa"" ",side_effect," ""nausea"" "
" ""droxidopa"" ",side_effect," ""headache"" "
" ""droxidopa"" ",side_effect," ""dizziness"" "
" ""norgestimate"" ",side_effect," ""nausea"" "
" ""norgestimate"" ",side_effect," ""weight change"" "
" ""norgestimate"" ",side_effect," ""periods"" "
" ""norgestimate"" ",side_effect," ""missed/irregular periods"" "
" ""norgestimate"" ",side_effect," ""fluid retention"" "
" ""tranexamic acid"" ",side_effect," ""nausea"" "
" ""tranexamic acid"" ",side_effect," ""vomiting"" "
" ""tranexamic acid"" ",side_effect," ""diarrhea"" "
" ""tranexamic acid"" ",side_effect," ""muscle pain"" "
" ""almotriptan"" ",side_effect," ""nausea"" "
" ""almotriptan"" ",side_effect," ""tingling/numbness/prickling"
" ""almotriptan"" ",side_effect," ""drowsiness"" "
" ""almotriptan"" ",side_effect," ""dizziness"" "
" ""busulfan"" ",side_effect," ""nausea"" "
" ""busulfan"" ",side_effect," ""mouth sores"" "
" ""busulfan"" ",side_effect," ""headache"" "
" ""busulfan"" ",side_effect," ""vomiting"" "
" ""busulfan"" ",side_effect," ""diarrhea"" "
" ""busulfan"" ",side_effect," ""swelling ankles/feet/hand"" "
" ""busulfan"" ",side_effect," ""dizziness"" "
" ""busulfan"" ",side_effect," ""stomach/abdominal pain"" "
" ""busulfan"" ",side_effect," ""constipation"" "
" ""busulfan"" ",side_effect," ""flushing"" "
" ""chlorothiazide"" ",side_effect," ""light-headedness"" "
" ""chlorothiazide"" ",side_effect," ""headache"" "
" ""chlorothiazide"" ",side_effect," ""drowsiness"" "
" ""chlorothiazide"" ",side_effect," ""dry cough"" "
" ""chlorothiazide"" ",side_effect," ""fatigue"" "
" ""chlorothiazide"" ",side_effect," ""dizziness"" "
" ""chlorothiazide"" ",side_effect," ""blurred vision"" "
" ""tetrahydrozoline"" ",side_effect," ""widened pupils"" "
" ""tetrahydrozoline"" ",side_effect," ""blurred vision"" "
" ""methoxsalen"" ",side_effect," ""headache"" "
" ""methoxsalen"" ",side_effect," ""leg cramps"" "
" ""methoxsalen"" ",side_effect," ""dizziness"" "
" ""methoxsalen"" ",side_effect," ""weakness"" "
" ""cladribine"" ",side_effect," ""nausea"" "
" ""cladribine"" ",side_effect," ""headache"" "
" ""cladribine"" ",side_effect," ""vomiting"" "
" ""cladribine"" ",side_effect," ""diarrhea"" "
" ""cladribine"" ",side_effect," ""injection site"" "
" ""cladribine"" ",side_effect," ""dizziness"" "
" ""cladribine"" ",side_effect," ""joint/muscle pain"" "
" ""fidaxomicin"" ",side_effect," ""nausea"" "
" ""fidaxomicin"" ",side_effect," ""vomiting"" "
" ""fidaxomicin"" ",side_effect," ""stomach/abdominal pain"" "
" ""melphalan"" ",side_effect," ""nausea"" "
" ""melphalan"" ",side_effect," ""lip/mouth sores"" "
" ""melphalan"" ",side_effect," ""vomiting"" "
" ""melphalan"" ",side_effect," ""diarrhea"" "
" ""naratriptan"" ",side_effect," ""tingling/numbness/prickling"" "
" ""naratriptan"" ",side_effect," ""drowsiness"" "
" ""naratriptan"" ",side_effect," ""dizziness"" "
" ""naratriptan"" ",side_effect," ""weakness"" "
" ""naratriptan"" ",side_effect," ""flushing"" "
" ""ramucirumab"" ",side_effect," ""nausea"" "
" ""ramucirumab"" ",side_effect," ""mouth sores"" "
" ""ramucirumab"" ",side_effect," ""headache"" "
" ""ramucirumab"" ",side_effect," ""vomiting"" "
" ""ramucirumab"" ",side_effect," ""diarrhea"" "
" ""ramucirumab"" ",side_effect," ""weakness"" "
" ""clobazam"" ",side_effect," ""cough"" "
" ""clobazam"" ",side_effect," ""fever"" "
" ""clobazam"" ",side_effect," ""tiredness"" "
" ""clobazam"" ",side_effect," ""drowsiness"" "
" ""clobazam"" ",side_effect," ""dizziness"" "
" ""clobazam"" ",side_effect," ""constipation"" "
" ""obeticholic acid"" ",side_effect," ""fast/pounding heartbeat"" "
" ""obeticholic acid"" ",side_effect," ""tiredness"" "
" ""obeticholic acid"" ",side_effect," ""mouth/throat pain"" "
" ""venlafaxine"" ",side_effect," ""nausea"" "
" ""venlafaxine"" ",side_effect," ""drowsiness"" "
" ""venlafaxine"" ",side_effect," ""dry mouth"" "
" ""venlafaxine"" ",side_effect," ""dizziness"" "
" ""venlafaxine"" ",side_effect," ""nervousness"" "
" ""venlafaxine"" ",side_effect," ""constipation"" "
" ""venlafaxine"" ",side_effect," ""blurred vision"" "
" ""venlafaxine"" ",side_effect," ""yawning"" "
" ""desipramine"" ",side_effect," ""weight gain"" "
" ""desipramine"" ",side_effect," ""nausea"" "
" ""desipramine"" ",side_effect," ""increased appetite"" "
" ""desipramine"" ",side_effect," ""headache"" "
" ""desipramine"" ",side_effect," ""drowsiness"" "
" ""desipramine"" ",side_effect," ""dry mouth"" "
" ""desipramine"" ",side_effect," ""dizziness"" "
" ""desipramine"" ",side_effect," ""nervousness"" "
" ""desipramine"" ",side_effect," ""constipation"" "
" ""desipramine"" ",side_effect," ""blurred vision"" "
" ""tipranavir"" ",side_effect," ""headache"" "
" ""tipranavir"" ",side_effect," ""vomiting"" "
" ""tipranavir"" ",side_effect," ""drowsiness"" "
" ""tipranavir"" ",side_effect," ""dizziness"" "
" ""deferiprone"" ",side_effect," ""nausea"" "
" ""deferiprone"" ",side_effect," ""vomiting"" "
" ""deferiprone"" ",side_effect," ""joint pain"" "
" ""deferiprone"" ",side_effect," ""stomach/abdominal pain"" "
" ""ziprasidone"" ",side_effect," ""nausea"" "
" ""ziprasidone"" ",side_effect," ""headache"" "
" ""ziprasidone"" ",side_effect," ""vomiting"" "
" ""ziprasidone"" ",side_effect," ""drowsiness"" "
" ""ziprasidone"" ",side_effect," ""redness"" "
" ""ziprasidone"" ",side_effect," ""dizziness"" "
" ""ziprasidone"" ",side_effect," ""weakness"" "
" ""ziprasidone"" ",side_effect," ""lightheadedness"" "
" ""ziprasidone"" ",side_effect," ""pain"" "
" ""chloroquine"" ",side_effect," ""nausea"" "
" ""chloroquine"" ",side_effect," ""abdominal cramps"" "
" ""chloroquine"" ",side_effect," ""headache"" "
" ""chloroquine"" ",side_effect," ""vomiting"" "
" ""chloroquine"" ",side_effect," ""diarrhea"" "
" ""cefaclor"" ",side_effect," ""nausea"" "
" ""cefaclor"" ",side_effect," ""headache"" "
" ""cefaclor"" ",side_effect," ""vomiting"" "
" ""cefaclor"" ",side_effect," ""diarrhea"" "
" ""moxifloxacin"" ",side_effect," ""eye pain/dryness/redness/itchiness"" "
" ""moxifloxacin"" ",side_effect," ""watery eyes"" "
" ""fluconazole"" ",side_effect," ""nausea"" "
" ""adalimumab"" ",side_effect," ""redness"" "
" ""adalimumab"" ",side_effect," ""pain"" "
" ""vardenafil"" ",side_effect," ""vision"" "
" ""vardenafil"" ",side_effect," ""blue and green colors"" "
" ""vardenafil"" ",side_effect," ""headache"" "
" ""vardenafil"" ",side_effect," ""increased sensitivity"" "
" ""vardenafil"" ",side_effect," ""dizziness"" "
" ""vardenafil"" ",side_effect," ""light"
" ""butenafine"" ",side_effect," ""redness"" "
" ""butenafine"" ",side_effect," ""burning"" "
" ""butenafine"" ",side_effect," ""irritation"" "
" ""acetaminophen/tramadol"" ",side_effect," ""nausea"" "
" ""acetaminophen/tramadol"" ",side_effect," ""dry mouth/nose/throat"" "
" ""acetaminophen/tramadol"" ",side_effect," ""drowsiness"" "
" ""acetaminophen/tramadol"" ",side_effect," ""dizziness"" "
" ""acetaminophen/tramadol"" ",side_effect," ""nervousness"" "
" ""acetaminophen/tramadol"" ",side_effect," ""blurred vision"" "
" ""β-lactulose"" ",side_effect," ""nausea"" "
" ""β-lactulose"" ",side_effect," ""gas"" "
" ""β-lactulose"" ",side_effect," ""cramps"" "
" ""β-lactulose"" ",side_effect," ""pain"" "
" ""brinzolamide"" ",side_effect," ""temporary blurred vision"" "
" ""brinzolamide"" ",side_effect," ""dry eyes"" "
" ""brinzolamide"" ",side_effect," ""headache"" "
" ""brinzolamide"" ",side_effect," ""tiredness"" "
" ""brinzolamide"" ",side_effect," ""drowsiness"" "
" ""brinzolamide"" ",side_effect," ""redness/discharge"" "
" ""brinzolamide"" ",side_effect," ""dizziness"" "
" ""dichlorphenamide"" ",side_effect," ""nausea"" "
" ""dichlorphenamide"" ",side_effect," ""diarrhea"" "
" ""dichlorphenamide"" ",side_effect," ""tiredness"" "
" ""dichlorphenamide"" ",side_effect," ""drowsiness"" "
" ""dichlorphenamide"" ",side_effect," ""numbness"" "
" ""dichlorphenamide"" ",side_effect," ""muscle spasms/twitching"" "
" ""dichlorphenamide"" ",side_effect," ""weight loss"" "
" ""dichlorphenamide"" ",side_effect," ""dizziness"" "
" ""dalbavancin b0"" ",side_effect," ""nausea"" "
" ""dalbavancin b0"" ",side_effect," ""headache"" "
" ""dalbavancin b0"" ",side_effect," ""diarrhea"" "
" ""cyclosporine"" ",side_effect," ""body hair"" "
" ""cyclosporine"" ",side_effect," ""diarrhea"" "
" ""cyclosporine"" ",side_effect," ""nausea/vomiting"" "
" ""cyclosporine"" ",side_effect," ""flushing"" "
" ""ethynodiol diacetate"" ",side_effect," ""nausea"" "
" ""ethynodiol diacetate"" ",side_effect," ""weight change"" "
" ""ethynodiol diacetate"" ",side_effect," ""periods"" "
" ""ethynodiol diacetate"" ",side_effect," ""missed/irregular periods"" "
" ""ethynodiol diacetate"" ",side_effect," ""fluid retention"" "
" ""Siltuximab"" ",side_effect," ""weight gain"" "
" ""Siltuximab"" ",side_effect," ""darkening skin"" "
" ""Siltuximab"" ",side_effect," ""headache"" "
" ""Siltuximab"" ",side_effect," ""diarrhea"" "
" ""Siltuximab"" ",side_effect," ""fatigue"" "
" ""Siltuximab"" ",side_effect," ""joint pain"" "
" ""Siltuximab"" ",side_effect," ""constipation"" "
" ""Siltuximab"" ",side_effect," ""pain"" "
" ""melatonin"" ",side_effect," ""nausea"" "
" ""melatonin"" ",side_effect," ""abdominal cramps"" "
" ""melatonin"" ",side_effect," ""headache"" "
" ""melatonin"" ",side_effect," ""dizziness"" "
" ""Nystatin"" ",side_effect," ""skin irritation"" "
" ""Nystatin"" ",side_effect," ""redness"" "
" ""glyburide"" ",side_effect," ""weight gain"" "
" ""glyburide"" ",side_effect," ""heartburn"" "
" ""Hydrochlorothiazide / valsartan"" ",side_effect," ""light-headedness"" "
" ""Hydrochlorothiazide / valsartan"" ",side_effect," ""headache"" "
" ""Hydrochlorothiazide / valsartan"" ",side_effect," ""drowsiness"" "
" ""Hydrochlorothiazide / valsartan"" ",side_effect," ""dry cough"" "
" ""Hydrochlorothiazide / valsartan"" ",side_effect," ""fatigue"" "
" ""Hydrochlorothiazide / valsartan"" ",side_effect," ""dizziness"" "
" ""Hydrochlorothiazide / valsartan"" ",side_effect," ""blurred vision"" "
" ""oxymetholone"" ",side_effect," ""diarrhea"" "
" ""oxymetholone"" ",side_effect," ""excitation"" "
" ""oxymetholone"" ",side_effect," ""warnings"" "
" ""empagliflozin"" ",side_effect," ""nausea"" "
" ""empagliflozin"" ",side_effect," ""vomiting"" "
" ""empagliflozin"" ",side_effect," ""weakness"" "
" ""dulaglutide"" ",side_effect," ""nausea"" "
" ""dulaglutide"" ",side_effect," ""abdominal pain"" "
" ""dulaglutide"" ",side_effect," ""vomiting"" "
" ""dulaglutide"" ",side_effect," ""diarrhea"" "
" ""dulaglutide"" ",side_effect," ""tiredness"" "
" ""dulaglutide"" ",side_effect," ""decreased appetite"" "
" ""dulaglutide"" ",side_effect," ""weakness"" "
" ""glycopyrrolate"" ",side_effect," ""runny/stuffy nose"" "
" ""nefazodone"" ",side_effect," ""nausea"" "
" ""nefazodone"" ",side_effect," ""drowsiness"" "
" ""nefazodone"" ",side_effect," ""dry mouth"" "
" ""nefazodone"" ",side_effect," ""dizziness"" "
" ""nefazodone"" ",side_effect," ""constipation"" "
" ""nefazodone"" ",side_effect," ""lightheadedness"" "
" ""mycophenolate mofetil"" ",side_effect," ""tremor"" "
" ""mycophenolate mofetil"" ",side_effect," ""gas"" "
" ""mycophenolate mofetil"" ",side_effect," ""headache"" "
" ""mycophenolate mofetil"" ",side_effect," ""vomiting"" "
" ""mycophenolate mofetil"" ",side_effect," ""diarrhea"" "
" ""mycophenolate mofetil"" ",side_effect," ""drowsiness"" "
" ""mycophenolate mofetil"" ",side_effect," ""constipation"
" ""mycophenolate mofetil"" ",side_effect," ""dizziness"" "
" ""naltrexone"" ",side_effect," ""stomach/abdominal pain"" "
" ""enfuvirtide"" ",side_effect," ""hardened skin"" "
" ""enfuvirtide"" ",side_effect," ""bumps"" "
" ""enfuvirtide"" ",side_effect," ""itching"" "
" ""enfuvirtide"" ",side_effect," ""redness"" "
" ""enfuvirtide"" ",side_effect," ""these types"" "
" ""enfuvirtide"" ",side_effect," ""pain"" "
" ""acrivastine"" ",side_effect," ""dry mouth/nose/throat"" "
" ""acrivastine"" ",side_effect," ""drowsiness"" "
" ""acrivastine"" ",side_effect," ""dizziness"" "
" ""acrivastine"" ",side_effect," ""constipation"" "
" ""Pramlintide"" ",side_effect," ""nausea"" "
" ""Pramlintide"" ",side_effect," ""vomiting"" "
" ""Pramlintide"" ",side_effect," ""tiredness"" "
" ""pimecrolimus"" ",side_effect," ""headache"" "
" ""pimecrolimus"" ",side_effect," ""mild burning"" "
" ""pimecrolimus"" ",side_effect," ""irritation"" "
" ""amphotericin B"" ",side_effect," ""nausea"" "
" ""amphotericin B"" ",side_effect," ""fever"" "
" ""amphotericin B"" ",side_effect," ""acetaminophen"
" ""amphotericin B"" ",side_effect," ""shortness"" "
" ""amphotericin B"" ",side_effect," ""hydrocortisone"" "
" ""amphotericin B"" ",side_effect," ""fast breathing"" "
" ""amphotericin B"" ",side_effect," ""corticosteroids"" "
" ""amphotericin B"" ",side_effect," ""headache"" "
" ""amphotericin B"" ",side_effect," ""vomiting"" "
" ""amphotericin B"" ",side_effect," ""breath"" "
" ""amphotericin B"" ",side_effect," ""some cases"" "
" ""amphotericin B"" ",side_effect," ""chills"" "
" ""amphotericin B"" ",side_effect," ""dizziness"" "
" ""amphotericin B"" ",side_effect," ""other medications"" "
